ticket_id,customer_id,agent_id,region,department,priority,status,created_at,first_response_at,resolved_at,source
TKT0355,CUST0242,AGT005,northeast,RETURNS,medium,pending,2023-06-24 21:00:00,2023-06-24 23:32:00,2023-06-25 22:00:00,helpdesk
TKT0356,CUST0158,AGT014,southeast,RETURNS,high,resolved,2024-11-01 02:00:00,2024-11-01 03:06:00,2024-11-03 01:00:00,helpdesk
TKT0357,CUST0299,AGT019,SOUTHWEST,BILLING,urgent,open,2024-04-19 03:00:00,2024-04-19 05:10:00,2024-04-19 11:00:00,crm
TKT0358,CUST0078,AGT005,SOUTHEAST,RETURNS,urgent,pending,2024-11-28 12:00:00,2024-11-28 14:25:00,2024-11-30 04:00:00,helpdesk
TKT0359,CUST0091,AGT011,northeast,BILLING,low,resolved,2023-05-27 10:00:00,2023-05-27 10:56:00,2023-05-27 22:00:00,helpdesk
TKT0360,CUST0046,AGT005,SOUTHWEST,ACCOUNT,urgent,resolved,2023-08-03 05:00:00,2023-08-03 07:37:00,2023-08-04 03:00:00,helpdesk
TKT0361,CUST0192,AGT001,MIDWEST,SHIPPING,medium,open,2024-05-03 12:00:00,2024-05-03 12:11:00,2024-05-03 18:00:00,crm
TKT0362,CUST0177,AGT010,SOUTHEAST,BILLING,urgent,pending,2024-10-03 23:00:00,2024-10-04 00:13:00,2024-10-05 05:00:00,helpdesk
TKT0363,CUST0234,AGT024,SOUTHWEST,SHIPPING,high,resolved,2023-06-21 02:00:00,2023-06-21 02:21:00,2023-06-22 18:00:00,crm
TKT0364,CUST0207,AGT001,SOUTHEAST,TECHNICAL,medium,open,2023-12-17 15:00:00,2023-12-17 16:41:00,2023-12-18 17:00:00,crm
TKT0365,CUST0020,AGT013,northeast,RETURNS,low,pending,2024-08-26 16:00:00,2024-08-26 16:53:00,2024-08-27 09:00:00,crm
TKT0366,CUST0060,AGT014,WEST,ACCOUNT,low,pending,2024-11-08 03:00:00,2024-11-08 05:57:00,,helpdesk
TKT0367,CUST0005,AGT010,WEST,BILLING,high,pending,2024-04-30 22:00:00,2024-04-30 22:49:00,2024-05-02 02:00:00,crm
TKT0368,CUST0145,AGT004,southeast,BILLING,urgent,open,2024-03-04 03:00:00,2024-03-04 05:20:00,2024-03-08 01:00:00,crm
TKT0369,CUST0152,AGT006,NORTHEAST,SHIPPING,urgent,open,2023-09-27 16:00:00,2023-09-27 17:01:00,2023-09-29 15:00:00,helpdesk
TKT0370,CUST0057,AGT027,SOUTHWEST,ACCOUNT,medium,open,2023-12-05 07:00:00,2023-12-05 07:10:00,2023-12-05 10:00:00,crm
TKT0371,CUST0152,AGT009,WEST,BILLING,low,open,2023-04-14 08:00:00,2023-04-14 10:54:00,2023-04-15 15:00:00,crm
TKT0372,CUST0049,AGT028,southeast,BILLING,low,open,2023-10-25 11:00:00,2023-10-25 12:30:00,2023-10-27 19:00:00,crm
TKT0373,CUST0048,AGT012,southeast,RETURNS,medium,open,2023-12-03 11:00:00,2023-12-03 13:02:00,2023-12-06 20:00:00,helpdesk
TKT0374,CUST0245,AGT026,WEST,TECHNICAL,low,open,2024-02-14 14:00:00,2024-02-14 15:19:00,2024-02-16 17:00:00,crm
TKT0375,CUST0292,AGT022,WEST,TECHNICAL,urgent,resolved,2023-06-13 03:00:00,2023-06-13 04:56:00,2023-06-16 08:00:00,crm
TKT0376,CUST0058,AGT029,WEST,ACCOUNT,low,open,2024-12-01 23:00:00,2024-12-01 23:43:00,2024-12-04 14:00:00,helpdesk
TKT0377,CUST0269,AGT025,northeast,SHIPPING,medium,pending,2024-11-01 10:00:00,2024-11-01 10:13:00,2024-11-05 06:00:00,helpdesk
TKT0378,CUST0128,AGT016,MIDWEST,ACCOUNT,medium,pending,2024-06-15 16:00:00,2024-06-15 18:48:00,2024-06-16 06:00:00,crm
TKT0379,CUST0254,AGT028,SOUTHEAST,BILLING,urgent,resolved,2023-01-12 20:00:00,2023-01-12 20:50:00,2023-01-15 14:00:00,crm
TKT0380,CUST0194,AGT013,southeast,TECHNICAL,low,resolved,2023-12-05 08:00:00,2023-12-05 08:22:00,2023-12-08 02:00:00,helpdesk
TKT0381,CUST0061,AGT016,northeast,BILLING,low,resolved,2024-08-09 14:00:00,2024-08-09 14:32:00,2024-08-12 07:00:00,helpdesk
TKT0382,CUST0156,AGT029,SOUTHWEST,SHIPPING,medium,pending,2023-02-06 17:00:00,2023-02-06 19:30:00,2023-02-06 19:00:00,helpdesk
TKT0383,CUST0170,AGT018,southeast,SHIPPING,urgent,pending,2023-12-16 11:00:00,2023-12-16 11:23:00,2023-12-17 17:00:00,helpdesk
TKT0384,CUST0175,AGT012,southeast,RETURNS,high,pending,2024-04-08 03:00:00,2024-04-08 03:34:00,2024-04-11 17:00:00,crm
TKT0385,CUST0210,AGT004,MIDWEST,SHIPPING,medium,open,2023-02-16 05:00:00,2023-02-16 07:16:00,2023-02-17 00:00:00,crm
TKT0386,CUST0056,AGT025,WEST,BILLING,low,resolved,2024-02-07 06:00:00,2024-02-07 08:07:00,2024-02-08 08:00:00,helpdesk
TKT0387,CUST0003,AGT017,northeast,BILLING,urgent,pending,2024-11-05 18:00:00,2024-11-05 20:19:00,2024-11-06 13:00:00,helpdesk
TKT0388,CUST0066,AGT004,WEST,SHIPPING,high,pending,2024-06-04 05:00:00,2024-06-04 07:38:00,2024-06-05 05:00:00,helpdesk
TKT0389,CUST0176,AGT010,WEST,TECHNICAL,medium,resolved,2024-03-04 19:00:00,2024-03-04 20:13:00,2024-03-06 08:00:00,helpdesk
TKT0390,CUST0284,AGT021,SOUTHEAST,TECHNICAL,medium,pending,2024-12-19 17:00:00,2024-12-19 18:30:00,2024-12-23 14:00:00,helpdesk
TKT0391,CUST0092,AGT017,SOUTHWEST,RETURNS,low,resolved,2024-12-04 11:00:00,2024-12-04 11:43:00,2024-12-08 07:00:00,helpdesk
TKT0392,CUST0274,AGT010,southeast,ACCOUNT,low,pending,2024-08-19 18:00:00,2024-08-19 21:00:00,2024-08-23 14:00:00,crm
TKT0393,CUST0103,AGT009,southeast,TECHNICAL,high,pending,2023-01-26 12:00:00,2023-01-26 12:47:00,2023-01-26 20:00:00,helpdesk
TKT0394,CUST0017,AGT012,southeast,ACCOUNT,low,pending,2023-05-30 01:00:00,2023-05-30 02:25:00,2023-05-31 05:00:00,crm
TKT0395,CUST0148,AGT023,northeast,BILLING,urgent,resolved,2024-10-24 17:00:00,2024-10-24 18:49:00,2024-10-26 01:00:00,helpdesk
TKT0396,CUST0129,AGT007,SOUTHWEST,ACCOUNT,medium,pending,2024-12-02 10:00:00,2024-12-02 12:31:00,,helpdesk
TKT0397,CUST0100,AGT010,WEST,TECHNICAL,low,open,2024-08-25 17:00:00,2024-08-25 19:44:00,2024-08-26 20:00:00,crm
TKT0398,CUST0285,AGT009,SOUTHEAST,TECHNICAL,high,open,2024-06-10 03:00:00,2024-06-10 04:46:00,2024-06-10 10:00:00,helpdesk
TKT0399,CUST0166,AGT020,NORTHEAST,SHIPPING,high,resolved,2024-04-22 22:00:00,2024-04-22 22:49:00,2024-04-23 05:00:00,helpdesk
TKT0400,CUST0095,AGT017,NORTHEAST,SHIPPING,medium,resolved,2023-03-16 22:00:00,2023-03-16 23:31:00,2023-03-19 19:00:00,helpdesk
TKT0401,CUST0170,AGT012,MIDWEST,TECHNICAL,urgent,pending,2023-04-05 11:00:00,2023-04-05 12:06:00,2023-04-06 16:00:00,crm
TKT0402,CUST0125,AGT002,northeast,RETURNS,urgent,open,2023-04-28 21:00:00,2023-04-28 22:38:00,2023-05-01 08:00:00,helpdesk
TKT0403,CUST0192,AGT017,southeast,SHIPPING,urgent,resolved,2023-09-20 17:00:00,2023-09-20 18:22:00,2023-09-20 22:00:00,crm
TKT0404,CUST0050,AGT006,southeast,SHIPPING,low,pending,2023-10-31 20:00:00,2023-10-31 20:59:00,2023-11-02 15:00:00,crm
TKT0405,CUST0218,AGT027,NORTHEAST,TECHNICAL,urgent,pending,2023-08-04 21:00:00,2023-08-04 23:51:00,2023-08-06 02:00:00,crm
TKT0406,CUST0020,AGT003,NORTHEAST,BILLING,medium,resolved,2024-12-03 04:00:00,2024-12-03 04:16:00,2024-12-05 16:00:00,crm
TKT0407,CUST0208,AGT014,MIDWEST,BILLING,urgent,pending,2024-08-11 07:00:00,2024-08-11 08:16:00,2024-08-13 13:00:00,crm
TKT0408,CUST0300,AGT002,northeast,BILLING,high,pending,2024-07-01 00:00:00,2024-07-01 02:54:00,2024-07-04 22:00:00,crm
TKT0409,CUST0225,AGT013,WEST,BILLING,urgent,open,2023-10-24 21:00:00,2023-10-24 22:27:00,,crm
TKT0410,CUST0074,AGT010,northeast,RETURNS,low,pending,2023-05-20 23:00:00,2023-05-21 00:50:00,2023-05-23 22:00:00,crm
TKT0411,CUST0276,AGT018,NORTHEAST,RETURNS,medium,pending,2023-05-07 01:00:00,2023-05-07 01:11:00,2023-05-10 04:00:00,helpdesk
TKT0412,CUST0095,AGT008,SOUTHWEST,RETURNS,medium,open,2023-08-05 13:00:00,2023-08-05 15:55:00,2023-08-08 08:00:00,crm
TKT0413,CUST0282,AGT003,MIDWEST,BILLING,high,open,2024-11-18 18:00:00,2024-11-18 18:23:00,2024-11-21 18:00:00,crm
TKT0414,CUST0121,AGT004,MIDWEST,SHIPPING,low,open,2024-08-17 15:00:00,2024-08-17 16:34:00,2024-08-19 14:00:00,helpdesk
TKT0415,CUST0300,AGT005,SOUTHWEST,SHIPPING,high,resolved,2024-05-12 14:00:00,2024-05-12 15:34:00,2024-05-15 22:00:00,helpdesk
TKT0416,CUST0224,AGT009,southeast,RETURNS,medium,pending,2023-06-22 00:00:00,2023-06-22 01:30:00,2023-06-23 09:00:00,helpdesk
TKT0417,CUST0250,AGT018,NORTHEAST,TECHNICAL,low,resolved,2024-05-06 14:00:00,2024-05-06 16:04:00,2024-05-08 13:00:00,crm
TKT0418,CUST0040,AGT024,NORTHEAST,BILLING,low,pending,2024-07-05 06:00:00,2024-07-05 07:17:00,2024-07-09 05:00:00,helpdesk
TKT0419,CUST0277,AGT016,northeast,TECHNICAL,high,resolved,2024-08-27 06:00:00,2024-08-27 06:19:00,2024-08-30 06:00:00,crm
TKT0420,CUST0262,AGT003,WEST,RETURNS,low,pending,2024-08-26 23:00:00,2024-08-27 00:24:00,2024-08-27 18:00:00,crm
TKT0421,CUST0082,AGT006,SOUTHWEST,SHIPPING,medium,pending,2024-09-20 21:00:00,2024-09-20 21:52:00,2024-09-23 16:00:00,helpdesk
TKT0422,CUST0136,AGT012,SOUTHEAST,BILLING,medium,pending,2024-01-03 01:00:00,2024-01-03 02:06:00,2024-01-05 17:00:00,helpdesk
TKT0423,CUST0166,AGT004,northeast,SHIPPING,high,pending,2024-02-02 15:00:00,2024-02-02 17:06:00,,helpdesk
TKT0424,CUST0194,AGT012,SOUTHWEST,BILLING,high,resolved,2024-08-15 17:00:00,2024-08-15 19:35:00,2024-08-16 17:00:00,crm
TKT0425,CUST0247,AGT029,SOUTHWEST,BILLING,medium,resolved,2024-06-12 12:00:00,2024-06-12 13:40:00,2024-06-14 10:00:00,crm
TKT0426,CUST0077,AGT006,SOUTHEAST,RETURNS,low,pending,2023-08-24 02:00:00,2023-08-24 04:21:00,2023-08-27 14:00:00,crm
TKT0427,CUST0246,AGT007,SOUTHWEST,TECHNICAL,urgent,open,2024-02-29 10:00:00,2024-02-29 10:39:00,2024-03-03 01:00:00,crm
TKT0428,CUST0263,AGT002,SOUTHWEST,TECHNICAL,low,open,2023-02-14 04:00:00,2023-02-14 06:36:00,2023-02-17 09:00:00,helpdesk
TKT0429,CUST0010,AGT029,northeast,RETURNS,low,open,2023-07-04 16:00:00,2023-07-04 17:53:00,2023-07-07 22:00:00,helpdesk
TKT0430,CUST0211,AGT020,SOUTHEAST,SHIPPING,medium,pending,2024-09-13 15:00:00,2024-09-13 17:13:00,2024-09-14 14:00:00,helpdesk
TKT0431,CUST0036,AGT008,WEST,ACCOUNT,medium,open,2023-06-21 23:00:00,2023-06-22 00:37:00,2023-06-24 11:00:00,crm
TKT0432,CUST0077,AGT020,NORTHEAST,TECHNICAL,urgent,pending,2023-07-27 16:00:00,2023-07-27 18:19:00,2023-07-31 09:00:00,crm
TKT0433,CUST0067,AGT029,SOUTHWEST,SHIPPING,low,pending,2024-06-28 16:00:00,2024-06-28 16:40:00,2024-06-29 05:00:00,helpdesk
TKT0434,CUST0220,AGT008,southeast,ACCOUNT,urgent,resolved,2024-06-18 13:00:00,2024-06-18 14:44:00,2024-06-18 20:00:00,crm
TKT0435,CUST0043,AGT010,SOUTHWEST,SHIPPING,urgent,resolved,2024-03-11 04:00:00,2024-03-11 05:15:00,2024-03-13 19:00:00,crm
TKT0436,CUST0267,AGT001,WEST,TECHNICAL,high,resolved,2023-01-06 22:00:00,2023-01-06 22:11:00,2023-01-10 01:00:00,helpdesk
TKT0437,CUST0134,AGT028,SOUTHWEST,ACCOUNT,high,pending,2023-04-20 04:00:00,2023-04-20 05:59:00,2023-04-23 17:00:00,helpdesk
TKT0438,CUST0286,AGT016,SOUTHEAST,RETURNS,urgent,resolved,2024-11-27 12:00:00,2024-11-27 13:02:00,2024-11-29 18:00:00,helpdesk
TKT0439,CUST0061,AGT024,SOUTHEAST,ACCOUNT,medium,open,2024-08-14 11:00:00,2024-08-14 12:51:00,2024-08-18 11:00:00,crm
TKT0440,CUST0027,AGT006,WEST,BILLING,low,open,2024-06-04 12:00:00,2024-06-04 13:36:00,2024-06-07 12:00:00,helpdesk
TKT0441,CUST0190,AGT003,SOUTHWEST,BILLING,urgent,resolved,2024-09-06 13:00:00,2024-09-06 13:32:00,2024-09-06 23:00:00,helpdesk
TKT0442,CUST0225,AGT001,SOUTHEAST,SHIPPING,high,open,2024-12-29 19:00:00,2024-12-29 19:24:00,2024-12-30 19:00:00,crm
TKT0443,CUST0087,AGT022,NORTHEAST,RETURNS,medium,pending,2024-09-05 16:00:00,2024-09-05 18:22:00,2024-09-09 11:00:00,crm
TKT0444,CUST0203,AGT013,SOUTHWEST,TECHNICAL,low,pending,2023-06-11 02:00:00,2023-06-11 03:20:00,2023-06-13 07:00:00,crm
TKT0445,CUST0299,AGT012,MIDWEST,RETURNS,medium,pending,2023-04-03 17:00:00,2023-04-03 18:22:00,2023-04-07 15:00:00,crm
TKT0446,CUST0209,AGT017,NORTHEAST,SHIPPING,low,pending,2024-04-10 12:00:00,2024-04-10 14:37:00,2024-04-10 14:00:00,helpdesk
TKT0447,CUST0295,AGT009,northeast,ACCOUNT,urgent,pending,2023-12-15 03:00:00,2023-12-15 05:21:00,2023-12-16 13:00:00,helpdesk
TKT0448,CUST0015,AGT016,NORTHEAST,RETURNS,low,resolved,2023-09-07 10:00:00,2023-09-07 12:07:00,2023-09-11 03:00:00,crm
TKT0449,CUST0181,AGT017,SOUTHWEST,BILLING,high,open,2024-11-24 22:00:00,2024-11-24 23:08:00,2024-11-26 16:00:00,helpdesk
TKT0450,CUST0092,AGT016,MIDWEST,RETURNS,medium,pending,2023-04-06 12:00:00,2023-04-06 13:37:00,2023-04-06 23:00:00,helpdesk
TKT0451,CUST0121,AGT024,SOUTHEAST,RETURNS,medium,open,2023-07-07 23:00:00,2023-07-07 23:58:00,2023-07-10 16:00:00,crm
TKT0452,CUST0062,AGT030,NORTHEAST,ACCOUNT,low,pending,2023-09-13 19:00:00,2023-09-13 20:41:00,2023-09-14 16:00:00,crm
TKT0453,CUST0295,AGT028,MIDWEST,ACCOUNT,medium,pending,2024-05-08 11:00:00,2024-05-08 13:48:00,2024-05-10 05:00:00,helpdesk
TKT0454,CUST0217,AGT016,SOUTHWEST,BILLING,high,resolved,2024-02-12 07:00:00,2024-02-12 09:37:00,,crm
TKT0455,CUST0005,AGT001,northeast,TECHNICAL,urgent,pending,2024-04-13 03:00:00,2024-04-13 05:22:00,2024-04-15 15:00:00,crm
TKT0456,CUST0135,AGT008,MIDWEST,ACCOUNT,high,resolved,2023-11-30 11:00:00,2023-11-30 13:46:00,2023-12-01 22:00:00,crm
TKT0457,CUST0191,AGT012,southeast,ACCOUNT,high,resolved,2024-05-25 13:00:00,2024-05-25 14:03:00,2024-05-27 20:00:00,crm
TKT0458,CUST0052,AGT024,MIDWEST,TECHNICAL,urgent,resolved,2024-08-08 04:00:00,2024-08-08 06:37:00,2024-08-11 21:00:00,crm
TKT0459,CUST0091,AGT014,WEST,TECHNICAL,high,resolved,2023-05-30 23:00:00,2023-05-30 23:48:00,2023-06-02 13:00:00,helpdesk
TKT0460,CUST0084,AGT002,SOUTHEAST,RETURNS,urgent,pending,2023-09-14 17:00:00,2023-09-14 19:35:00,2023-09-15 01:00:00,crm
TKT0461,CUST0287,AGT018,southeast,RETURNS,high,open,2024-04-05 23:00:00,2024-04-06 00:35:00,2024-04-07 10:00:00,helpdesk
TKT0462,CUST0276,AGT006,southeast,RETURNS,high,resolved,2023-05-05 11:00:00,2023-05-05 13:45:00,2023-05-06 14:00:00,helpdesk
TKT0463,CUST0075,AGT028,SOUTHEAST,RETURNS,urgent,pending,2024-04-02 02:00:00,2024-04-02 03:47:00,2024-04-05 10:00:00,helpdesk
TKT0464,CUST0163,AGT021,MIDWEST,RETURNS,urgent,resolved,2023-03-15 02:00:00,2023-03-15 02:51:00,2023-03-16 23:00:00,helpdesk
TKT0465,CUST0212,AGT006,SOUTHEAST,BILLING,medium,pending,2024-01-07 23:00:00,2024-01-08 01:40:00,2024-01-10 19:00:00,crm
TKT0466,CUST0053,AGT004,NORTHEAST,ACCOUNT,low,open,2024-11-08 08:00:00,2024-11-08 08:30:00,2024-11-09 12:00:00,helpdesk
TKT0467,CUST0044,AGT021,WEST,RETURNS,medium,open,2024-06-20 02:00:00,2024-06-20 02:36:00,2024-06-21 13:00:00,helpdesk
TKT0468,CUST0088,AGT001,NORTHEAST,RETURNS,high,resolved,2024-03-29 20:00:00,2024-03-29 20:42:00,2024-03-30 14:00:00,helpdesk
TKT0469,CUST0277,AGT006,SOUTHWEST,SHIPPING,urgent,pending,2024-07-07 08:00:00,2024-07-07 10:30:00,2024-07-09 18:00:00,helpdesk
TKT0470,CUST0178,AGT016,SOUTHWEST,TECHNICAL,low,resolved,2024-06-20 20:00:00,2024-06-20 22:53:00,2024-06-23 18:00:00,helpdesk
TKT0471,CUST0001,AGT017,southeast,TECHNICAL,high,resolved,2024-01-10 13:00:00,2024-01-10 14:16:00,2024-01-11 10:00:00,helpdesk
TKT0472,CUST0221,AGT026,MIDWEST,SHIPPING,medium,open,2024-07-01 00:00:00,2024-07-01 02:15:00,2024-07-03 15:00:00,helpdesk
TKT0473,CUST0084,AGT023,northeast,ACCOUNT,urgent,open,2023-07-13 13:00:00,2023-07-13 15:33:00,2023-07-15 22:00:00,helpdesk
TKT0474,CUST0140,AGT010,northeast,SHIPPING,high,resolved,2023-03-23 13:00:00,2023-03-23 15:50:00,2023-03-24 21:00:00,crm
TKT0475,CUST0234,AGT020,WEST,RETURNS,urgent,open,2023-03-12 05:00:00,2023-03-12 05:44:00,2023-03-13 20:00:00,helpdesk
TKT0476,CUST0053,AGT010,MIDWEST,TECHNICAL,urgent,pending,2023-01-20 04:00:00,2023-01-20 04:22:00,,crm
TKT0477,CUST0176,AGT014,MIDWEST,ACCOUNT,high,resolved,2023-08-27 02:00:00,2023-08-27 02:48:00,2023-08-27 05:00:00,crm
TKT0478,CUST0201,AGT003,SOUTHWEST,ACCOUNT,medium,open,2023-12-05 02:00:00,2023-12-05 02:47:00,2023-12-05 11:00:00,helpdesk
TKT0479,CUST0227,AGT008,northeast,BILLING,medium,resolved,2024-01-26 00:00:00,2024-01-26 00:41:00,2024-01-29 21:00:00,crm
TKT0480,CUST0160,AGT030,MIDWEST,TECHNICAL,low,pending,2024-06-17 21:00:00,2024-06-17 22:03:00,2024-06-20 11:00:00,crm
TKT0481,CUST0027,AGT028,northeast,TECHNICAL,low,open,2023-09-17 15:00:00,2023-09-17 17:53:00,2023-09-19 07:00:00,helpdesk
TKT0482,CUST0203,AGT026,SOUTHEAST,BILLING,low,pending,2023-11-29 00:00:00,2023-11-29 00:52:00,2023-11-30 13:00:00,helpdesk
TKT0483,CUST0128,AGT006,WEST,BILLING,high,pending,2024-12-05 19:00:00,2024-12-05 19:49:00,2024-12-07 20:00:00,crm
TKT0484,CUST0055,AGT005,WEST,TECHNICAL,high,pending,2023-03-03 11:00:00,2023-03-03 13:55:00,2023-03-04 08:00:00,helpdesk
TKT0485,CUST0184,AGT024,SOUTHEAST,RETURNS,low,resolved,2024-03-25 23:00:00,2024-03-25 23:59:00,2024-03-26 03:00:00,helpdesk
TKT0486,CUST0291,AGT006,SOUTHWEST,RETURNS,high,pending,2024-07-26 09:00:00,2024-07-26 11:28:00,2024-07-30 04:00:00,helpdesk
TKT0487,CUST0080,AGT015,MIDWEST,RETURNS,high,resolved,2023-10-09 19:00:00,2023-10-09 21:31:00,,crm
TKT0488,CUST0010,AGT020,southeast,RETURNS,medium,resolved,2024-10-15 16:00:00,2024-10-15 17:47:00,2024-10-19 15:00:00,crm
TKT0489,CUST0255,AGT025,SOUTHWEST,TECHNICAL,high,resolved,2024-11-05 17:00:00,2024-11-05 18:49:00,2024-11-06 19:00:00,helpdesk
TKT0490,CUST0035,AGT002,southeast,TECHNICAL,medium,open,2024-10-18 10:00:00,2024-10-18 10:38:00,2024-10-19 00:00:00,crm
TKT0491,CUST0199,AGT022,WEST,SHIPPING,high,open,2023-04-20 15:00:00,2023-04-20 15:59:00,,helpdesk
TKT0492,CUST0107,AGT021,WEST,BILLING,urgent,pending,2023-08-15 19:00:00,2023-08-15 19:28:00,2023-08-15 22:00:00,crm
TKT0493,CUST0030,AGT027,SOUTHWEST,RETURNS,low,pending,2024-01-05 17:00:00,2024-01-05 18:56:00,2024-01-07 18:00:00,crm
TKT0494,CUST0119,AGT018,WEST,TECHNICAL,medium,pending,2023-11-08 02:00:00,2023-11-08 03:05:00,,crm
TKT0495,CUST0213,AGT024,NORTHEAST,SHIPPING,high,pending,2024-08-06 20:00:00,2024-08-06 20:55:00,2024-08-09 21:00:00,helpdesk
TKT0496,CUST0093,AGT018,WEST,SHIPPING,high,pending,2024-12-20 21:00:00,2024-12-20 22:59:00,2024-12-21 12:00:00,crm
TKT0497,CUST0282,AGT011,southeast,RETURNS,urgent,pending,2024-06-30 19:00:00,2024-06-30 21:03:00,2024-07-02 18:00:00,helpdesk
TKT0498,CUST0193,AGT025,SOUTHWEST,RETURNS,high,resolved,2023-11-28 19:00:00,2023-11-28 20:11:00,2023-12-01 21:00:00,helpdesk
TKT0499,CUST0266,AGT005,MIDWEST,BILLING,high,open,2024-02-11 00:00:00,2024-02-11 00:18:00,2024-02-12 14:00:00,crm
TKT0500,CUST0293,AGT030,SOUTHWEST,TECHNICAL,low,open,2023-11-19 00:00:00,2023-11-19 01:20:00,2023-11-22 00:00:00,helpdesk
TKT0501,CUST0299,AGT008,SOUTHEAST,RETURNS,high,open,2023-12-31 04:00:00,2023-12-31 04:45:00,2024-01-01 15:00:00,helpdesk
TKT0502,CUST0248,AGT006,WEST,SHIPPING,low,pending,2024-08-05 06:00:00,2024-08-05 06:29:00,2024-08-09 04:00:00,helpdesk
TKT0503,CUST0029,AGT030,southeast,RETURNS,high,resolved,2023-02-08 23:00:00,2023-02-09 01:37:00,,helpdesk
TKT0504,CUST0196,AGT002,MIDWEST,SHIPPING,low,resolved,2023-05-04 07:00:00,2023-05-04 09:57:00,2023-05-07 14:00:00,crm
TKT0505,CUST0202,AGT015,southeast,SHIPPING,low,open,2023-12-01 16:00:00,2023-12-01 17:06:00,,helpdesk
TKT0506,CUST0244,AGT019,northeast,BILLING,urgent,resolved,2023-10-24 12:00:00,2023-10-24 12:47:00,2023-10-25 06:00:00,crm
TKT0507,CUST0070,AGT016,SOUTHWEST,TECHNICAL,urgent,resolved,2024-02-13 16:00:00,2024-02-13 18:01:00,2024-02-17 11:00:00,crm
TKT0508,CUST0137,AGT025,WEST,RETURNS,low,open,2024-07-28 19:00:00,2024-07-28 21:24:00,2024-07-30 04:00:00,helpdesk
TKT0509,CUST0013,AGT025,MIDWEST,TECHNICAL,high,pending,2024-03-09 11:00:00,2024-03-09 12:39:00,2024-03-10 13:00:00,helpdesk
TKT0510,CUST0120,AGT007,northeast,RETURNS,medium,pending,2024-09-30 04:00:00,2024-09-30 06:02:00,2024-09-30 11:00:00,crm
TKT0511,CUST0076,AGT028,southeast,RETURNS,low,resolved,2023-04-26 23:00:00,2023-04-26 23:23:00,2023-04-28 08:00:00,crm
TKT0512,CUST0276,AGT007,SOUTHEAST,SHIPPING,high,pending,2023-11-09 14:00:00,2023-11-09 16:10:00,2023-11-09 18:00:00,helpdesk
TKT0513,CUST0010,AGT013,SOUTHWEST,SHIPPING,low,resolved,2024-09-29 23:00:00,2024-09-29 23:46:00,2024-10-03 17:00:00,crm
TKT0514,CUST0028,AGT015,northeast,BILLING,low,resolved,2023-03-03 09:00:00,2023-03-03 10:01:00,2023-03-07 04:00:00,helpdesk
TKT0515,CUST0198,AGT008,WEST,SHIPPING,low,resolved,2024-11-09 21:00:00,2024-11-09 22:42:00,,helpdesk
TKT0516,CUST0235,AGT018,northeast,BILLING,low,open,2024-09-03 17:00:00,2024-09-03 17:32:00,2024-09-04 18:00:00,helpdesk
TKT0517,CUST0181,AGT012,northeast,RETURNS,medium,pending,2023-12-08 15:00:00,2023-12-08 16:50:00,,helpdesk
TKT0518,CUST0016,AGT018,MIDWEST,TECHNICAL,medium,resolved,2023-03-05 20:00:00,2023-03-05 21:15:00,2023-03-07 23:00:00,helpdesk
TKT0519,CUST0117,AGT014,SOUTHEAST,SHIPPING,medium,resolved,2024-11-03 04:00:00,2024-11-03 04:32:00,2024-11-07 03:00:00,helpdesk
TKT0520,CUST0071,AGT019,SOUTHWEST,TECHNICAL,medium,resolved,2024-09-11 10:00:00,2024-09-11 12:04:00,2024-09-14 09:00:00,crm
TKT0521,CUST0163,AGT003,SOUTHWEST,SHIPPING,low,open,2024-03-16 04:00:00,2024-03-16 06:57:00,2024-03-19 06:00:00,helpdesk
TKT0522,CUST0212,AGT014,MIDWEST,ACCOUNT,high,open,2023-05-30 23:00:00,2023-05-30 23:17:00,2023-06-01 17:00:00,crm
TKT0523,CUST0137,AGT020,SOUTHWEST,SHIPPING,medium,pending,2023-04-20 04:00:00,2023-04-20 04:57:00,2023-04-20 09:00:00,crm
TKT0524,CUST0245,AGT005,SOUTHWEST,SHIPPING,urgent,pending,2023-08-25 21:00:00,2023-08-25 21:16:00,,helpdesk
TKT0525,CUST0099,AGT008,NORTHEAST,ACCOUNT,low,resolved,2023-07-08 12:00:00,2023-07-08 14:15:00,2023-07-11 02:00:00,helpdesk
TKT0526,CUST0225,AGT028,SOUTHWEST,ACCOUNT,high,resolved,2023-08-16 23:00:00,2023-08-17 00:01:00,,crm
TKT0527,CUST0195,AGT024,MIDWEST,ACCOUNT,low,pending,2024-03-13 12:00:00,2024-03-13 12:20:00,2024-03-16 19:00:00,crm
TKT0528,CUST0203,AGT024,NORTHEAST,SHIPPING,urgent,pending,2024-04-07 14:00:00,2024-04-07 14:20:00,2024-04-08 23:00:00,crm
TKT0529,CUST0147,AGT015,SOUTHEAST,ACCOUNT,high,pending,2023-07-14 09:00:00,2023-07-14 11:02:00,2023-07-16 13:00:00,crm
TKT0530,CUST0232,AGT003,northeast,SHIPPING,low,open,2024-12-07 16:00:00,2024-12-07 16:46:00,2024-12-10 05:00:00,crm
TKT0531,CUST0233,AGT019,northeast,TECHNICAL,urgent,open,2024-02-07 13:00:00,2024-02-07 14:32:00,,helpdesk
